영등포구,"송파구,서대문구,광진구","금천구,동작구,관악구",양파
금천구,"서대문구,광진구,영등포구","동작구,관악구,강남구",양파
동작구,"광진구,영등포구,금천구","관악구,강남구,종로구",양파
구로구,nothing,"동대문구, 도봉구, 성북구",양파
동대문구,구로구,"도봉구, 성북구, 중랑구",양파
도봉구,"구로구, 동대문구","성북구, 중랑구, 용산구",양파
관악구,"영등포구, 금천구, 동작구","강남구, 종로구",양파
강남구,"금천구, 동작구, 관악구",종로구,양파
종로구,"동작구, 관악구, 강남구",nothing,양파
은평구,"양천구,동작구,종로구","관악구,도봉구,강북구",상추
관악구,"동작구,종로구,은평구","도봉구,강북구,성동구",상추
도봉구,"종로구,은평구,관악구","강북구,성동구,금천구",상추
강북구,"은평구,관악구,도봉구","성동구,금천구,동대문구",상추
성동구,"관악구,도봉구,강북구","금천구,동대문구,성북구",상추
금천구,"도봉구,강북구,성동구","동대문구,성북구,강서구",상추
동대문구,"강북구,성동구,금천구","성북구,강서구,구로구",상추
성북구,"성동구,금천구,동대문구","강서구,구로구,서대문구",상추
강서구,"금천구,동대문구,성북구","구로구,서대문구,송파구",상추
구로구,"동대문구,성북구,강서구","서대문구,송파구,강동구",상추
서대문구,"성북구,강서구,구로구","송파구,강동구,용산구",상추
송파구,"강서구,구로구,서대문구","강동구,용산구,영등포구",상추
강동구,"구로구,서대문구,송파구","용산구,영등포구,노원구",상추
용산구,"서대문구,송파구,강동구","영등포구,노원구,중구",상추
영등포구,"송파구,강동구,용산구","노원구,중구,중랑구",상추
노원구,"강동구,용산구,영등포구","중구,중랑구,서초구",상추
중구,"용산구,영등포구,노원구","중랑구,서초구,광진구",상추
중랑구,"영등포구,노원구,중구","서초구,광진구,마포구",상추
서초구,"노원구,중구,중랑구","광진구,마포구,강남구",상추
양천구,nothing,"동작구, 종로구, 은평구",상추
동작구,양천구,"종로구, 은평구, 관악구",상추
종로구,"양천구, 동작구","은평구, 관악구, 도봉구",상추
광진구,"중구, 중랑구, 서초구","마포구, 강남구",상추
마포구,"중랑구, 서초구, 광진구",강남구,상추
강남구,"서초구, 광진구, 마포구",nothing,상추
동작구,"종로구,구로구,서대문구","동대문구,마포구,성북구",오이
동대문구,"구로구,서대문구,동작구","마포구,성북구,도봉구",오이
마포구,"서대문구,동작구,동대문구","성북구,도봉구,성동구",오이
성북구,"동작구,동대문구,마포구","도봉구,성동구,은평구",오이
도봉구,"동대문구,마포구,성북구","성동구,은평구,양천구",오이
성동구,"마포구,성북구,도봉구","은평구,양천구,서초구",오이
은평구,"성북구,도봉구,성동구","양천구,서초구,영등포구",오이
양천구,"도봉구,성동구,은평구","서초구,영등포구,관악구",오이
서초구,"성동구,은평구,양천구","영등포구,관악구,용산구",오이
영등포구,"은평구,양천구,서초구","관악구,용산구,강북구",오이
관악구,"양천구,서초구,영등포구","용산구,강북구,강서구",오이
용산구,"서초구,영등포구,관악구","강북구,강서구,중랑구",오이
강북구,"영등포구,관악구,용산구","강서구,중랑구,광진구",오이
강서구,"관악구,용산구,강북구","중랑구,광진구,강동구",오이
중랑구,"용산구,강북구,강서구","광진구,강동구,중구",오이
광진구,"강북구,강서구,중랑구","강동구,중구,노원구",오이
강동구,"강서구,중랑구,광진구","중구,노원구,송파구",오이
중구,"중랑구,광진구,강동구","노원구,송파구,금천구",오이
노원구,"광진구,강동구,중구","송파구,금천구,강남구",오이
종로구,nothing,"구로구, 서대문구, 동작구",오이
구로구,종로구,"서대문구, 동작구, 동대문구",오이
서대문구,"종로구, 구로구","동작구, 동대문구, 마포구",오이
송파구,"강동구, 중구, 노원구","금천구, 강남구",오이
금천구,"중구, 노원구, 송파구",강남구,오이
강남구,"노원구, 송파구, 금천구",nothing,오이
